first_seen,last_seen,Keyword_x,Suggestion,is_new,blogpost_created,category,blogpost_title,silot_terms,cornerstone,cluster,Keyword_y,Currency,Segmentation,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic average position,Organic impression share,In Account,Searches: Jul 2021,Searches: Aug 2021,Searches: Sep 2021,Searches: Oct 2021,Searches: Nov 2021,Searches: Dec 2021,Searches: Jan 2022,Searches: Feb 2022,Searches: Mar 2022,Searches: Apr 2022,Searches: May 2022,Searches: Jun 2022
2022-07-12,2022-07-12,champion olympique,champion olympique tunisien,True,False,,,,,26,champion olympique tunisien,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique triathlon français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,quintuple champion olympique,True,False,,,,,26,quintuple champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champions olympiques 50m libre,True,False,,,,,28,champions olympiques 50m libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique français liste,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique volley 2016,True,False,,,,,11,champion olympique volley 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 100 m italien,True,False,,,,,26,champion olympique 100 m italien,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique le plus agé,True,False,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique canoë-kayak français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,un champion olympique de natation,True,False,,,,,26,un champion olympique de natation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique karaté français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic 100 metres,True,False,,,,,17,champion olympic 100 metres,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 3000m steeple,True,False,,,,,26,champion olympique 3000m steeple,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 10000m,True,False,,,,,26,champion olympique 10000m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 5000,True,False,,,,,26,champion olympique 5000,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique francais 800m,True,False,,,,,19,champion olympique francais 800m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique quebecois,True,False,,,,,26,champion olympique quebecois,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique suisse,True,False,,,,,26,champion olympique suisse,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 800 m homme,True,False,,,,,26,champion olympique 800 m homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic ukraine,True,False,,,,,17,champion olympic ukraine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique bmx,True,False,,,,,26,champion olympique bmx,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 100m 2021,True,False,,,,,18,champion olympique 100m 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,urss champion olympique basket,True,False,,,,,26,urss champion olympique basket,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 400 mètres,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation france,True,False,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique volley ball,True,False,,,,,11,champion olympique volley ball,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,zverev champion olympique,True,False,,,,,26,zverev champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique kayak français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 2020,True,False,,,,,12,champion olympique 2020,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique tir a l'arc français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique rugby à 7 homme,True,False,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion 400m hurdles,True,False,,,,,25,olympic champion 400m hurdles,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique le plus titré,True,False,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion water polo,True,False,,,,,17,olympic champion water polo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 84,True,False,,,,,26,champion olympique 84,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique aviron français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 100 m homme,True,False,,,,,26,champion olympique 100 m homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique quentin,True,False,,,,,26,champion olympique quentin,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique haltérophilie,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation capitole,True,False,,,,,26,champion olympique natation capitole,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion winter and summer,True,False,,,,,17,olympic champion winter and summer,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,néron champion olympique persona 5,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,triple champion olympique or,True,False,,,,,26,triple champion olympique or,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique ukraine,True,False,,,,,26,champion olympique ukraine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 400 m 2021,True,False,,,,,18,champion olympique 400 m 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,quiquampoix champion olympique,True,False,,,,,26,quiquampoix champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique lancer de poids,True,False,,,,,26,champion olympique lancer de poids,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 5000m tokyo,True,False,,,,,0,champion olympique 5000m tokyo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique saut à la perche,True,False,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion 400 meters,True,False,,,,,17,olympic champion 400 meters,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique de tir français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic marathon tokyo,True,False,,,,,0,champion olympic marathon tokyo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique handball féminin,True,False,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique algérien judo,True,False,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique relais france,True,False,,,,,23,champion olympique relais france,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique francais athlétisme,True,False,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation noir,True,False,,,,,26,champion olympique natation noir,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique de 800 m,True,False,,,,,26,champion olympique de 800 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 470,True,False,,,,,26,champion olympique 470,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique guy drut,True,False,,,,,26,champion olympique guy drut,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique français natation,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 50m nage libre,True,False,,,,,28,champion olympique 50m nage libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique golf 2020,True,False,,,,,1,champion olympique golf 2020,EUR,,,,,,,,,,,,,,,,,,,,,,,,
